1486681199,010160070000,+745620000+2
1486681199,010171070000,+154150000+0
1486681199,010151070000,+216090000+0
1486681199,010131070000,+204050000+0
1486681206,010160070000,+731160000+2
1486681206,010171070000,+146090000+0
1486681206,010151070000,+204520000+0
1486681206,010131070000,+198790000+0
1486681213,010160070000,+757450000+2
1486681213,010171070000,+160580000+0
1486681213,010151070000,+209900000+0
1486681213,010131070000,+196920000+0
1486681220,010160070000,+715380000+2
1486681220,010171070000,+140830000+0
1486681220,010151070000,+218660000+0
1486681220,010131070000,+196340000+0
1486681227,010160070000,+719330000+2
1486681227,010171070000,+170510000+0
1486681227,010151070000,+201950000+0
1486681227,010131070000,+193180000+0
1486681234,010160070000,+689080000+2
1486681234,010171070000,+133350000+0
1486681234,010151070000,+201130000+0
1486681234,010131070000,+186870000+0
1486681241,010160070000,+695640000+2
1486681241,010171070000,+159990000+0
1486681241,010151070000,+194940000+0
1486681241,010131070000,+189910000+0
1486681248,010160070000,+703539900+2
1486681248,010171070000,+142460000+0
1486681248,010151070000,+200550000+0
1486681248,010131070000,+185820000+0
1486681255,010160070000,+694330000+2
1486681255,010171070000,+176590000+0
1486681255,010151070000,+209430000+0
1486681255,010131070000,+207910000+0
1486681262,010160070000,+710120000+2
1486681262,010171070000,+161160000+0
1486681262,010151070000,+203120000+0
1486681262,010131070000,+190150000+0
1486681269,010160070000,+714049900+2
1486681269,010171070000,+147250000+0
1486681269,010151070000,+207790000+0
1486681269,010131070000,+199260000+0
1486681276,010160070000,+681180000+2
1486681276,010171070000,+143980000+0
1486681276,010151070000,+187690000+0
1486681276,010131070000,+220070000+0
1486681283,010160070000,+687760000+2
1486681283,010171070000,+167820000+0
1486681283,010151070000,+209780000+0
1486681283,010131070000,+188860000+0
1486681290,010160070000,+700909900+2
1486681290,010171070000,+154970000+0
1486681290,010151070000,+197510000+0
1486681290,010131070000,+209550000+0
1486681297,010160070000,+679860000+2
1486681297,010171070000,+168990000+0
1486681297,010151070000,+186520000+0
1486681297,010131070000,+202770000+0
1486681304,010160070000,+671970000+2
1486681304,010171070000,+128320000+0
1486681304,010151070000,+205110000+0
1486681304,010131070000,+195410000+0
1486681311,010160070000,+686450000+2
1486681311,010171070000,+148420000+0
1486681311,010151070000,+185240000+0
1486681311,010131070000,+193180000+0
1486681318,010160070000,+691700000+2
1486681318,010171070000,+150410000+0
1486681318,010151070000,+210950000+0
1486681318,010131070000,+197740000+0
1486681326,010160070000,+689070000+2
1486681326,010171070000,+157190000+0
1486681326,010151070000,+221230000+0
1486681326,010131070000,+192950000+0
1486681333,010160070000,+700900000+2
1486681333,010171070000,+146790000+0
1486681333,010151070000,+212820000+0
1486681333,010131070000,+195170000+0
1486681340,010160070000,+685120000+2
1486681340,010171070000,+141290000+0
1486681340,010151070000,+203470000+0
1486681340,010131070000,+194240000+0
1486681347,010160070000,+690380000+2
1486681347,010171070000,+143750000+0
1486681347,010151070000,+192250000+0
1486681347,010131070000,+194470000+0
1486681354,010160070000,+370830000+2
1486681354,010171070000,+178810000+0
1486681354,010151070000,+120490000+0
