1486681199,010160070000,+238838600+4
1486681199,010171070000,+368860000+1
1486681199,010151070000,+426290000+1
1486681199,010131070000,+261548000+1
1486681206,010160070000,+239022800+4
1486681206,010171070000,+368871000+1
1486681206,010151070000,+426244000+1
1486681206,010131070000,+262915000+1
1486681213,010160070000,+238562500+4
1486681213,010171070000,+370087000+1
1486681213,010151070000,+425811000+1
1486681213,010131070000,+260916000+1
1486681220,010160070000,+238970200+4
1486681220,010171070000,+369783000+1
1486681220,010151070000,+426723000+1
1486681220,010131070000,+260192000+1
1486681227,010160070000,+238943900+4
1486681227,010171070000,+370192000+1
1486681227,010151070000,+426980000+1
1486681227,010131070000,+260566000+1
1486681234,010160070000,+238943900+4
1486681234,010171070000,+370823000+1
1486681234,010151070000,+425098000+1
1486681234,010131070000,+260496000+1
1486681241,010160070000,+239127900+4
1486681241,010171070000,+371302000+1
1486681241,010151070000,+426174000+1
1486681241,010131070000,+260835000+1
1486681248,010160070000,+239009700+4
1486681248,010171070000,+370671000+1
1486681248,010151070000,+427892000+1
1486681248,010131070000,+259420000+1
1486681255,010160070000,+239272600+4
1486681255,010171070000,+372366000+1
1486681255,010151070000,+426337000+1
1486681255,010131070000,+260542000+1
1486681262,010160070000,+261510100+4
1486681262,010171070000,+373756000+1
1486681262,010151070000,+508720000+1
1486681262,010131070000,+260005000+1
1486681269,010160070000,+239509400+4
1486681269,010171070000,+370110000+1
1486681269,010151070000,+431351000+1
1486681269,010131070000,+260613000+1
1486681276,010160070000,+239154300+4
1486681276,010171070000,+369935000+1
1486681276,010151070000,+430171000+1
1486681276,010131070000,+259561000+1
1486681283,010160070000,+238759800+4
1486681283,010171070000,+370788000+1
1486681283,010151070000,+431059000+1
1486681283,010131070000,+259771000+1
1486681290,010160070000,+248741000+4
1486681290,010171070000,+369304000+1
1486681290,010151070000,+472572000+1
1486681290,010131070000,+258930000+1
1486681297,010160070000,+238457400+4
1486681297,010171070000,+369654000+1
1486681297,010151070000,+431538000+1
1486681297,010131070000,+259210000+1
1486681304,010160070000,+238549300+4
1486681304,010171070000,+368731000+1
1486681304,010151070000,+430346000+1
1486681304,010131070000,+261454000+1
1486681311,010160070000,+237668400+4
1486681311,010171070000,+369502000+1
1486681311,010151070000,+429282000+1
1486681311,010131070000,+259000000+1
1486681318,010160070000,+248649000+4
1486681318,010171070000,+369058000+1
1486681318,010151070000,+431012000+1
1486681318,010131070000,+259093000+1
1486681326,010160070000,+239312100+4
1486681326,010171070000,+370040000+1
1486681326,010151070000,+432718000+1
1486681326,010131070000,+261209000+1
1486681333,010160070000,+238851900+4
1486681333,010171070000,+370017000+1
1486681333,010151070000,+429960000+1
1486681333,010131070000,+259432000+1
1486681340,010160070000,+239022800+4
1486681340,010171070000,+372868000+1
1486681340,010151070000,+430439000+1
1486681340,010131070000,+259514000+1
1486681347,010160070000,+240153700+4
1486681347,010171070000,+373464000+1
1486681347,010151070000,+431526000+1
1486681347,010131070000,+262331000+1
1486681354,010160070000,+236576900+4
1486681354,010171070000,+371407000+1
1486681354,010151070000,+431363000+1
1486681354,010131070000,+248411000+1
1486681361,010160070000,+235866800+4
1486681361,010171070000,+370881000+1
1486681361,010151070000,+433198000+1
1486681361,010131070000,+246506000+1
1486681368,010160070000,+235985000+4
1486681368,010171070000,+371349000+1
1486681368,010151070000,+432754000+1
1486681368,010131070000,+247254000+1
1486681375,010160070000,+235577400+4
1486681375,010171070000,+368824000+1
1486681375,010151070000,+432941000+1
1486681375,010131070000,+247359000+1
1486681382,010160070000,+235524800+4
1486681382,010171070000,+369292000+1
1486681382,010151070000,+434062000+1
1486681382,010131070000,+247079000+1
1486681389,010160070000,+236313800+4
1486681389,010171070000,+371735000+1
1486681389,010151070000,+433572000+1
1486681389,010131070000,+247838000+1
1486681396,010160070000,+235774600+4
1486681396,010171070000,+369865000+1
1486681396,010151070000,+432555000+1
1486681396,010131070000,+248049000+1
1486681403,010160070000,+236248100+4
1486681403,010171070000,+369946000+1
1486681403,010151070000,+434530000+1
1486681403,010131070000,+248551000+1
1486681410,010160070000,+237352600+4
1486681410,010171070000,+369771000+1
1486681410,010151070000,+435430000+1
1486681410,010131070000,+247242000+1
1486681417,010160070000,+236182300+4
1486681417,010171070000,+368392000+1
1486681417,010151070000,+434495000+1
1486681417,010131070000,+247055000+1
1486681424,010160070000,+236195500+4
1486681424,010171070000,+368824000+1
1486681424,010151070000,+434285000+1
1486681424,010131070000,+247651000+1
1486681431,010160070000,+236537400+4
1486681431,010171070000,+371513000+1
1486681431,010151070000,+433338000+1
1486681431,010131070000,+246261000+1
1486681438,010160070000,+237168500+4
1486681438,010171070000,+372670000+1
