1483225201,010171070000,+904628000+1
1483225201,010151070000,+821724000+1
1483225201,010131070000,+797869000+1
1483225206,010171070000,+894896000+1
1483225206,010151070000,+812210000+1
1483225206,010131070000,+791849000+1
1483225210,010171070000,+895995900+1
1483225210,010151070000,+810019000+1
1483225210,010131070000,+805596000+1
1483225216,010171070000,+908859000+1
1483225216,010151070000,+801404000+1
1483225216,010131070000,+798619000+1
1483225221,010171070000,+905459000+1
1483225221,010151070000,+810378000+1
1483225221,010131070000,+789530900+1
1483225226,010171070000,+904709100+1
1483225226,010151070000,+803735000+1
1483225226,010131070000,+802382000+1
1483225230,010171070000,+904268900+1
1483225230,010151070000,+810399100+1
1483225230,010131070000,+794161000+1
1483225236,010171070000,+905256000+1
1483225236,010151070000,+799532000+1
1483225236,010131070000,+789320000+1
1483225241,010171070000,+914816000+1
1483225241,010151070000,+809548000+1
1483225241,010131070000,+795528900+1
1483225246,010171070000,+899463000+1
1483225246,010151070000,+807290000+1
1483225246,010131070000,+808704000+1
1483225250,010171070000,+813623000+1
1483225250,010151070000,+800712000+1
1483225250,010131070000,+804542000+1
1483225256,010171070000,+826174000+1
1483225256,010151070000,+803700000+1
1483225256,010131070000,+795371000+1
1483225261,010171070000,+814366000+1
1483225261,010151070000,+787767900+1
1483225261,010131070000,+785666900+1
1483225266,010171070000,+814782000+1
1483225266,010151070000,+795770900+1
1483225266,010131070000,+792072000+1
1483225270,010171070000,+816871000+1
1483225270,010151070000,+786048000+1
1483225270,010131070000,+785929000+1
1483225276,010171070000,+816631000+1
1483225276,010151070000,+797002900+1
1483225276,010131070000,+792084000+1
1483225281,010171070000,+818295000+1
1483225281,010151070000,+789023000+1
1483225281,010131070000,+789672000+1
1483225286,010171070000,+802895900+1
1483225286,010151070000,+800509900+1
1483225286,010131070000,+776800000+1
1483225290,010171070000,+797512000+1
1483225290,010151070000,+786248000+1
1483225290,010131070000,+782328900+1
1483225296,010171070000,+812476000+1
1483225296,010151070000,+801721000+1
1483225296,010131070000,+791045000+1
1483225301,010171070000,+811010900+1
1483225301,010151070000,+804184000+1
1483225301,010131070000,+790187000+1
1483225306,010171070000,+809071900+1
1483225306,010151070000,+800998000+1
1483225306,010131070000,+779693000+1
1483225310,010171070000,+814394000+1
1483225310,010151070000,+801868000+1
1483225310,010131070000,+793800000+1
1483225316,010171070000,+812084000+1
1483225316,010151070000,+798734000+1
1483225316,010131070000,+792872000+1
1483225321,010171070000,+812195000+1
1483225321,010151070000,+800066900+1
1483225321,010131070000,+793797000+1
1483225326,010171070000,+801516000+1
1483225326,010151070000,+788388000+1
1483225326,010131070000,+796312000+1
1483225330,010171070000,+803511000+1
1483225330,010151070000,+798664000+1
1483225330,010131070000,+792402900+1
1483225336,010171070000,+808732000+1
1483225336,010151070000,+791519000+1
1483225336,010131070000,+794782900+1
1483225341,010171070000,+800443000+1
1483225341,010151070000,+803638000+1
1483225341,010131070000,+809779000+1
1483225346,010171070000,+800338000+1
1483225346,010151070000,+794505000+1
1483225346,010131070000,+812634000+1
1483225350,010171070000,+803755000+1
